"","LIB","Sample","PInumber","ISnum","WASAP","PlantName","Population","DuplicateLIBdecision","FilterMissing","Proportion.Missing","Proportion.Heterozygous","InbreedCoefficent","Kmeans_cluster","Germplasm","BotanicalType","CountryOrigin","Region","lat","lon","Elevation","Latitude"
"510","IXPQ","PI513843","PI513843",NA,NA,"Dawa Ja","Gates",NA,NA,0.1104256984,0.01888761163,1.098954,8,"Cultivar","Durra-caudatum","Niger",NA,15.18000031,3.50999999,NA,15.18000031
"511","IZKN","PI585681","PI585681",NA,NA,"MANGANIE","Gates",NA,NA,0.1270684313,0.02066309521,1.271904,13,"Cultivar","Durra","Mali",NA,15.26000023,-8.479999542,NA,15.26000023
"512","IZKG","PI563485","PI563485","IS12367",NA,"IS12367","Gates",NA,NA,0.09362168473,0.0175878975,1.262617,8,"Landrace,Cultivated","Kafir-durra","Senegal",NA,15.289999,-16.209999,NA,15.28999996
"513","IQTI","IS_32050",NA,"IS32050",NA,"YSC 2918","Gates",NA,NA,0.106493702,0.04709937652,1.033619,2,"Landrace",NA,"Yemen",NA,15.289999,43.330001,880,NA
"514","INLM","PI329256_IS_11014","PI329256","IS11014",NA,"IS11014","BAP",NA,NA,0.1415886687,0.01924068298,1.145989,18,"Landrace","Durra","Ethiopia, Eritrea",NA,15.319999,38.919998,NA,15.31999969
"515","INXI","PI330243","PI330243","IS11960",NA,"IS11960","Gates",NA,NA,0.125762212,0.02210347574,1.175812,18,"Landrace",NA,"Ethiopia",NA,15.319999,38.919998,2356,15.319999
"516","INXP","PI475422","PI475422","IS28740",NA,"IS28740","Gates",NA,NA,0.1231539052,0.03130388164,1.255188,2,"Landrace","Kafir-durra","Yemen",NA,15.319999,44.150001,220,15.319999
"517","IFGI","PI329435","PI329435",NA,NA,"Mashila","BAP","keep",NA,0.06235710973,0.009504462014,1.093216,14,NA,"other","Ethiopia, Eritrea",NA,15.31999969,38.91999817,NA,NA
"518","INLW","PI329440_Mashila","PI329440",NA,NA,"Mashila","BAP","keep",NA,0.0937787505,0.01588532201,1.152094,8,NA,"other","Ethiopia, Eritrea",NA,15.31999969,38.91999817,NA,NA
"519","IFLW","PI533863","PI533863",NA,NA,"740 Oua Berr","BAP","keep",NA,0.09702807648,0.01534249786,1.116808,9,"Breeding",NA,"Chad",NA,15.454166,18.732206,NA,15.454166
"520","IXNQ","PI569847","PI569847","IS22401",NA,"IS22401","Gates",NA,NA,0.08309569879,0.04521227176,0.80386,5,"Wild,Cultivated","Shattercane","Sudan",NA,15.460001,36.389999,NA,15.460001
"521","IPCD","PI513639","PI513639",NA,NA,"Bourtou","Gates",NA,NA,0.114526657,0.01934093468,1.107322,8,"Cultivar","Durra-caudatum","Niger",NA,15.464294,6.2854,NA,15.464294
"522","SAMEA12302471","PI533856","PI533856",NA,NA,"Jola Nandyal","SAP",NA,NA,0.1243644542,0.0205859229,1.126892,2,"Breeding",NA,"India",NA,15.47000027,75.01999664,NA,NA
"523","SRR8474691","SRR8474691","PI665138","IS6368",NA,NA,"TERRA_new",NA,NA,0.4022835822,0.01427185834,0.856419,2,"Landrace","Durra","India",NA,15.470001,75.019996,NA,NA
"524","JHEY","IS6351","PI684232","IS6351",NA,"Jola Nandyal","Gates",NA,NA,0.1156213201,0.02081242218,1.151004,2,"Landrace",NA,"India",NA,15.470001,75.019996,679,NA
"525","JBSB","Sen015_060",NA,NA,"Sn015","Diakhnat RT50","Gates",NA,NA,0.10770683,0.02080751154,1.162302,17,"Landrace","Durra","Senegal","Fleuve Senegal",15.78616352,-16.5239979,NA,NA
"526","JBSC","Sen017_079",NA,NA,"Sn017","Fellah Blanc 2","Gates",NA,NA,0.1176236037,0.0205265851,1.141946,8,"Landrace","Guinea","Senegal","Fleuve Senegal",15.78616352,-16.5239979,NA,NA
"527","JBSD","Sen021_095",NA,NA,"Sn021","Fellah rouge 2","Gates",NA,NA,0.1047191694,0.02076935822,1.18129,17,"Landrace","Guinea","Senegal","Fleuve Senegal",15.78616352,-16.5239979,NA,NA
"528","JBSE","Sen030_030",NA,NA,"Sn030","Pourdi Blanc","Gates",NA,NA,0.1079072386,0.02087727755,1.181806,17,"Landrace","Guinea","Senegal","Fleuve Senegal",15.78616352,-16.5239979,NA,NA
"529","JBSF","Sen033_018",NA,NA,"Sn033","Samba Guéri Ogo","Gates",NA,NA,0.06867676105,0.04843403628,0.796248,9,"Landrace","Guinea","Senegal","Fleuve Senegal",15.78616352,-16.5239979,NA,NA
"530","IZJH","Sen053_041",NA,NA,"Sn053","Diériker Ndélé","Gates",NA,NA,0.1085843906,0.02029949454,1.184848,17,"Landrace","Guinea","Senegal","Fleuve Senegal",15.78616352,-16.5239979,NA,NA
"531","IZJI","Sen056_080",NA,NA,"Sn056","Fellah  Blanc 4","Gates",NA,NA,0.1077198633,0.03374278564,1.078982,4,"Landrace","Guinea","Senegal","Fleuve Senegal",15.78616352,-16.5239979,NA,NA
"532","JHFP","IS22040",NA,"IS22040",NA,NA,"Gates",NA,NA,0.1214828906,0.02455028238,1.202402,2,"Landrace",NA,"India",NA,15.819999,78.029998,NA,NA
"533","IXPM","PI513688","PI513688",NA,NA,"Darza","Gates",NA,NA,0.11180435,0.02026980617,1.241759,13,"Cultivar",NA,"Niger",NA,15.85999966,5.349999905,NA,15.85999966
"534","IXQK","PI475714","PI475714","IS28991",NA,"IS28991","Gates","keep",NA,0.1765569901,0.0239690951,1.114767,19,"Landrace","Guinea","Yemen",NA,16.040001,49.240001,1355,16.040001
"535","IQTJ","IS_32092",NA,"IS32092",NA,"YSC 3096","Gates",NA,NA,0.119012876,0.02276011792,1.259431,2,"Landrace",NA,"Yemen",NA,16.083333,49.416701,1350,NA
"536","SAMEA12302629","PI533769","PI533769",NA,NA,"290 Feterita Shendi 2","SAP",NA,NA,0.09818266522,0.01533997025,1.093465,9,"Breeding",NA,"Sudan",NA,16.39999962,33.25,NA,NA
"537","JBSG","Sen037_059",NA,NA,"Sn037","Sarasso RT 44","Gates",NA,NA,0.1219758841,0.02217317891,1.203701,9,"Landrace","Durra","Senegal","Richard Toll",16.4666648,-15.6833306,NA,NA
"538","IZJK","Sen070_027",NA,NA,"Sn070","Sarakholé Mbilor","Gates",NA,NA,0.1198287085,0.02187482268,1.173354,8,"Landrace","Guinea","Senegal","Mbilor",16.51667,-15.58333,NA,NA
"539","IXMF","PI570554","PI570554","IS6977",NA,"A/146 IS6977","Gates",NA,NA,0.1064724605,0.01926432572,1.122826,19,"Landrace,Cultivated","Caudatum","Sudan",NA,16.683333,33.433333,367,16.39999962
"540","SAMEA12302508","PI534009","PI534009",NA,NA,"Yerra Jonna Goda","SAP",NA,NA,0.1037342361,0.01816817304,1.169836,2,"Breeding",NA,"India",NA,16.70999908,81.11000061,NA,NA
"541","JHFX","IS6413","PI684269","IS6413",NA,"Jowar kalgundi","Gates",NA,NA,0.1171997424,0.02156623663,1.177116,2,"Landrace",NA,"India",NA,16.729395,74.230003,550,NA
"542","JHGE","IS5622","PI683696","IS5622",NA,NA,"Gates",NA,NA,0.1208173299,0.02270627771,1.194397,2,"Landrace",NA,"India",NA,16.819999,75.720001,NA,NA
"543","SRR8474575","SRR8474575","PI665123","IS5145",NA,NA,"TERRA_new",NA,NA,0.4133078582,0.01605514344,0.825367,2,"Landrace","Durra","India",NA,17.010001,81.730003,NA,NA
"544","SAMEA12302681","PI659694","PI659694",NA,NA,"Tortillerio","SAP",NA,NA,0.1091055584,0.01853463058,1.094657,5,NA,NA,"Andhra Pradesh",NA,17.2399997,78.19000244,NA,NA
"545","SAMEA12302489","PI576390","PI576390",NA,NA,"Kharuth Waragel","SAP",NA,NA,0.1341188101,0.01706148983,1.106994,2,"Breeding",NA,"India",NA,17.28000069,74.19999695,NA,NA
"546","SRR8474688","SRR8474688","PI665143","IS6446",NA,NA,"TERRA_new",NA,NA,0.3014807138,0.01764197198,1.007896,2,"Landrace","Durra","India",NA,17.286501,74.181428,NA,NA
"547","SRR8474656","SRR8474656","PI665148","IS6451",NA,NA,"TERRA_new",NA,NA,0.3011060187,0.01537524655,0.919571,2,"Landrace","Durra","India",NA,17.286501,74.181428,NA,NA
"548","SRR8474721","SRR8474721","PI665125","IS5193",NA,NA,"TERRA_new",NA,NA,0.3255122489,0.01701473203,0.994796,7,"Landrace","Kafir","India",NA,17.379999,80.519996,NA,NA
"549","ISMB","PI655981","PI655981",NA,NA,"CSM 63","GatesRef","keep",NA,0.1113770778,0.01987581807,1.207206,17,NA,NA,"Mali",NA,17.570692,-3.996166,NA,17.570692
"550","IXNZ","PI570260","PI570260","IS23040",NA,"IS23040","Gates",NA,NA,0.09331978234,0.02843294106,0.992538,19,"Landrace,Cultivated","Durra-caudatum","Sudan",NA,18.090001,26.379999,NA,18.090001
"551","SRR8474652","SRR8474652","PI665156",NA,NA,"Jundra Jesa","TERRA_new",NA,NA,0.3634528681,0.0150089744,0.963479,7,NA,"Kafir","Madhya Pradesh,India",NA,19.2,81.93,NA,NA
"552","SRR8474757","SRR8474757","PI665108","IS5893",NA,NA,"TERRA_new",NA,NA,0.3364681414,0.02525109038,0.766541,7,"Landrace","Kafir","India",NA,19.200001,81.930001,NA,NA
"553","IQUD","PI644605","PI644605","IS3971",NA,"IS3971","Gates",NA,NA,0.1209534314,0.02452883924,1.22403,2,"Landrace",NA,"India",NA,19.259167,76.783056,420,19.259167
"554","INTY","7816_AGG324619SORG","AGG324619SORG","IS21991",NA,NA,"Gates",NA,NA,0.1129534203,0.02107591657,1.168121,2,"Landrace",NA,"India",NA,19.680001,78.650001,370,NA
"555","JHFW","IS4963","PI683935","IS4963",NA,NA,"Gates",NA,NA,0.1120396713,0.02362119815,1.212191,7,"Landrace",NA,"India",NA,20.456098,76.363728,NA,NA
"556","JHID","IS24335",NA,"IS24335",NA,NA,"Gates",NA,NA,0.1197147359,0.02607070325,1.212723,2,"Landrace",NA,"India",NA,20.7,77.75,NA,NA
"557","SAMEA12302466","PI595699","PI595699",NA,NA,"SAP-340","SAP","keep",NA,0.1045046182,0.01566871821,1.139169,2,"Breeding",NA,"Texas, India",NA,21.07999992,79.02999878,NA,21.07999992
